,date,topic,volume,percentage,state,state_abbrev
395,2022-12-31,Nike - Texas State,2283280,64.24987689060852,Texas,TX
396,2022-11-30,Adidas - Texas State,690300,20.081162455818824,Texas,TX
397,2022-11-30,New Balance - Texas State,581300,16.910299486552923,Texas,TX
398,2022-11-30,Nike - Texas State,2165950,63.00853805762825,Texas,TX
399,2022-10-31,Adidas - Texas State,573730,22.60043016174397,Texas,TX
400,2022-10-31,New Balance - Texas State,451620,17.790260696925053,Texas,TX
401,2022-10-31,Nike - Texas State,1513230,59.60930914133098,Texas,TX
402,2022-09-30,Adidas - Texas State,464980,21.2758753225836,Texas,TX
403,2022-09-30,New Balance - Texas State,423140,19.36142174716767,Texas,TX
404,2022-09-30,Nike - Texas State,1297360,59.36270293024874,Texas,TX
405,2022-08-31,Adidas - Texas State,676030,21.37684825640961,Texas,TX
406,2022-08-31,New Balance - Texas State,558230,17.651876399236034,Texas,TX
407,2022-08-31,Nike - Texas State,1928180,60.97127534435436,Texas,TX
408,2022-07-31,Adidas - Texas State,562540,20.13227304936619,Texas,TX
409,2022-07-31,New Balance - Texas State,455800,16.312244561988678,Texas,TX
410,2022-07-31,Nike - Texas State,1775880,63.55548238864513,Texas,TX
411,2022-06-30,Adidas - Texas State,466930,22.705633494614503,Texas,TX
412,2022-06-30,New Balance - Texas State,338290,16.45019329426925,Texas,TX
413,2022-06-30,Nike - Texas State,1251230,60.84417321111625,Texas,TX
414,2022-05-31,Adidas - Texas State,440810,21.633891018310848,Texas,TX
415,2022-05-31,New Balance - Texas State,344000,16.882689844374973,Texas,TX
416,2022-05-31,Nike - Texas State,1252780,61.48341913731418,Texas,TX
417,2022-04-30,Adidas - Texas State,444790,20.039737963722214,Texas,TX
418,2022-04-30,New Balance - Texas State,392070,17.664471016516934,Texas,TX
419,2022-04-30,Nike - Texas State,1382680,62.29579101976085,Texas,TX
420,2022-03-31,Adidas - Texas State,496800,20.94850160023276,Texas,TX
421,2022-03-31,New Balance - Texas State,406230,17.129448077823177,Texas,TX
422,2022-03-31,Nike - Texas State,1468500,61.92205032194407,Texas,TX
423,2022-02-28,Adidas - Texas State,479900,21.016168304517667,Texas,TX
424,2022-02-28,New Balance - Texas State,349450,15.303396570147315,Texas,TX
425,2022-02-28,Nike - Texas State,1454130,63.68043512533501,Texas,TX
426,2022-01-31,Adidas - Texas State,519390,20.87664295188713,Texas,TX
427,2022-01-31,New Balance - Texas State,367170,14.75822983238876,Texas,TX
428,2022-01-31,Nike - Texas State,1601340,64.3651272157241,Texas,TX
429,2021-12-31,Adidas - Texas State,676670,20.34259568238049,Texas,TX
430,2021-12-31,New Balance - Texas State,357700,10.753463986267311,Texas,TX
431,2021-12-31,Nike - Texas State,2292000,68.9039403313522,Texas,TX
